val_loss,epoch,step,train_loss
1.1804178953170776,0,999,
,0,999,0.2295657992362976
1.3250434398651123,1,1999,
,1,1999,0.08564592897891998
1.5605846643447876,2,2999,
,2,2999,0.06021207571029663
1.64174222946167,3,3999,
,3,3999,0.04597552865743637
1.755130648612976,4,4999,
,4,4999,0.03818673640489578
