val_loss,epoch,step,train_loss
0.1514325886964798,0,1022,
,0,1022,0.1754060834646225
0.12959502637386322,1,2045,
,1,2045,0.017831241711974144
0.12572650611400604,2,3068,
,2,3068,0.01386270672082901
0.12215098738670349,3,4091,
,3,4091,0.012461698614060879
0.12990602850914001,4,5114,
,4,5114,0.011877541430294514
