val_loss,epoch,step,train_loss
0.6801076531410217,0,22,
,0,22,1.7776738405227661
0.4722631871700287,1,45,
,1,45,0.6903069615364075
0.40054336190223694,2,68,
,2,68,0.5243729948997498
0.3758503198623657,3,91,
,3,91,0.4497472047805786
0.3558013439178467,4,114,
,4,114,0.4068124294281006
0.343834787607193,5,137,
,5,137,0.3705321252346039
0.3340248167514801,6,160,
,6,160,0.3441717326641083
0.3289472460746765,7,183,
,7,183,0.323149174451828
0.32610681653022766,8,206,
,8,206,0.29828426241874695
0.3180294632911682,9,229,
,9,229,0.2805075943470001
0.3188522160053253,10,252,
,10,252,0.2604672908782959
0.31689363718032837,11,275,
,11,275,0.24756145477294922
0.31548935174942017,12,298,
,12,298,0.23471473157405853
0.31711018085479736,13,321,
,13,321,0.21886053681373596
0.3174023926258087,14,344,
,14,344,0.2067173421382904
0.31847792863845825,15,367,
,15,367,0.19367456436157227
0.3199666142463684,16,390,
,16,390,0.1836615800857544
0.3224310874938965,17,413,
,17,413,0.17284917831420898
0.3255758583545685,18,436,
,18,436,0.16350355744361877
0.33068332076072693,19,459,
,19,459,0.15366241335868835
0.32901474833488464,20,482,
,20,482,0.1472250372171402
0.33197832107543945,21,505,
,21,505,0.13712291419506073
0.3338654339313507,22,528,
,22,528,0.12988603115081787
0.3328116834163666,23,551,
,23,551,0.12474044412374496
0.3396998643875122,24,574,
,24,574,0.12033939361572266
0.34301090240478516,25,597,
,25,597,0.11138467490673065
0.3432694673538208,26,620,
,26,620,0.1079300045967102
0.34956395626068115,27,643,
,27,643,0.10152678191661835
0.3530266284942627,28,666,
,28,666,0.09647011011838913
0.356421560049057,29,689,
,29,689,0.09128094464540482
0.3620266020298004,30,712,
,30,712,0.08393571525812149
0.3671794533729553,31,735,
,31,735,0.08136165142059326
0.3643539249897003,32,758,
,32,758,0.07963162660598755
0.3689456880092621,33,781,
,33,781,0.07450734078884125
0.37130019068717957,34,804,
,34,804,0.07091391831636429
0.37620845437049866,35,827,
,35,827,0.06577084213495255
0.3826034367084503,36,850,
,36,850,0.0643848180770874
0.38617533445358276,37,873,
,37,873,0.061322201043367386
0.3879873752593994,38,896,
,38,896,0.05999751016497612
0.3924408555030823,39,919,
,39,919,0.055283691734075546
0.3961832821369171,40,942,
,40,942,0.055767353624105453
0.3989463746547699,41,965,
,41,965,0.053055550903081894
0.4014884829521179,42,988,
,42,988,0.049534693360328674
0.40448370575904846,43,1011,
,43,1011,0.04752633348107338
0.4065853953361511,44,1034,
,44,1034,0.04518558084964752
0.4099472165107727,45,1057,
,45,1057,0.042316537350416183
0.4174807667732239,46,1080,
,46,1080,0.04284798726439476
0.41306784749031067,47,1103,
,47,1103,0.04110126569867134
0.4193221628665924,48,1126,
,48,1126,0.03934066370129585
0.4229535758495331,49,1149,
,49,1149,0.03602204471826553
