val_loss,epoch,step,train_loss
0.3471132218837738,0,22,
,0,22,5.644425868988037
0.18560338020324707,1,45,
,1,45,0.32636070251464844
0.14931552112102509,2,68,
,2,68,0.20901696383953094
0.12751713395118713,3,91,
,3,91,0.16414932906627655
0.11355013400316238,4,114,
,4,114,0.13859328627586365
0.10372044891119003,5,137,
,5,137,0.11875229328870773
0.09806505590677261,6,160,
,6,160,0.10345098376274109
0.09547838568687439,7,183,
,7,183,0.08858742564916611
0.09377259761095047,8,206,
,8,206,0.08132052421569824
0.09315472096204758,9,229,
,9,229,0.07471925020217896
0.09294293820858002,10,252,
,10,252,0.06733362376689911
0.09373921155929565,11,275,
,11,275,0.06089365482330322
0.10018615424633026,12,298,
,12,298,0.05373789370059967
0.09422758221626282,13,321,
,13,321,0.05018776282668114
0.09848175197839737,14,344,
,14,344,0.04666059836745262
0.10173589736223221,15,367,
,15,367,0.0422414094209671
0.10261523723602295,16,390,
,16,390,0.03868206962943077
0.11408880352973938,17,413,
,17,413,0.03518180921673775
0.10695397108793259,18,436,
,18,436,0.03456335887312889
0.1082601472735405,19,459,
,19,459,0.031115630641579628
0.11233995109796524,20,482,
,20,482,0.030636632815003395
0.11451449245214462,21,505,
,21,505,0.02733331173658371
0.11740627139806747,22,528,
,22,528,0.026862483471632004
0.10986406356096268,23,551,
,23,551,0.026324907317757607
0.1199016198515892,24,574,
,24,574,0.02195451781153679
0.12111376971006393,25,597,
,25,597,0.022133858874440193
0.11511315405368805,26,620,
,26,620,0.019866006448864937
0.1222999170422554,27,643,
,27,643,0.019473090767860413
0.12054790556430817,28,666,
,28,666,0.018237706273794174
0.12332198768854141,29,689,
,29,689,0.01651773229241371
0.12190885096788406,30,712,
,30,712,0.01652456447482109
0.12671557068824768,31,735,
,31,735,0.015304681845009327
0.13297021389007568,32,758,
,32,758,0.015072951093316078
0.12694165110588074,33,781,
,33,781,0.014568084850907326
0.12422969937324524,34,804,
,34,804,0.013877123594284058
0.1328068971633911,35,827,
,35,827,0.012559354305267334
0.127682164311409,36,850,
,36,850,0.014365834183990955
0.1375872790813446,37,873,
,37,873,0.012247933074831963
0.13209231197834015,38,896,
,38,896,0.011315570212900639
0.13652203977108002,39,919,
,39,919,0.010025251656770706
0.14274948835372925,40,942,
,40,942,0.009801208041608334
0.13985608518123627,41,965,
,41,965,0.008939744904637337
0.14699573814868927,42,988,
,42,988,0.008482557721436024
0.1442040354013443,43,1011,
,43,1011,0.00878460705280304
0.13572898507118225,44,1034,
,44,1034,0.008243980817496777
0.1410544067621231,45,1057,
,45,1057,0.0078400494530797
0.1415429264307022,46,1080,
,46,1080,0.007463911082595587
0.14492444694042206,47,1103,
,47,1103,0.006582676898688078
0.14761865139007568,48,1126,
,48,1126,0.005726300645619631
0.15627090632915497,49,1149,
,49,1149,0.006756848655641079
