val_loss,epoch,step,train_loss
0.3593083918094635,0,22,
,0,22,5.019860744476318
0.21174350380897522,1,45,
,1,45,0.33613741397857666
0.17532777786254883,2,68,
,2,68,0.23271720111370087
0.15553034842014313,3,91,
,3,91,0.18901951611042023
0.1464330554008484,4,114,
,4,114,0.1658906489610672
0.13673850893974304,5,137,
,5,137,0.14519786834716797
0.13107939064502716,6,160,
,6,160,0.13207636773586273
0.1285746693611145,7,183,
,7,183,0.11622510850429535
0.12539121508598328,8,206,
,8,206,0.10668649524450302
0.12382309883832932,9,229,
,9,229,0.0977172777056694
0.12361231446266174,10,252,
,10,252,0.08932971209287643
0.12204848229885101,11,275,
,11,275,0.0812002420425415
0.12368279695510864,12,298,
,12,298,0.07407141476869583
0.12156859785318375,13,321,
,13,321,0.0685758888721466
0.13006436824798584,14,344,
,14,344,0.062451545149087906
0.12664395570755005,15,367,
,15,367,0.059011828154325485
0.13151070475578308,16,390,
,16,390,0.05449850112199783
0.13281385600566864,17,413,
,17,413,0.05086755380034447
0.13062801957130432,18,436,
,18,436,0.04785533994436264
0.13192865252494812,19,459,
,19,459,0.04372518137097359
0.13161244988441467,20,482,
,20,482,0.04082894325256348
0.12938159704208374,21,505,
,21,505,0.03880323842167854
0.13005976378917694,22,528,
,22,528,0.037085436284542084
0.1328330636024475,23,551,
,23,551,0.035754285752773285
0.13332755863666534,24,574,
,24,574,0.032800640910863876
0.14308816194534302,25,597,
,25,597,0.030717963352799416
0.1408127248287201,26,620,
,26,620,0.028966879472136497
0.15274405479431152,27,643,
,27,643,0.026217486709356308
0.14708048105239868,28,666,
,28,666,0.02518441155552864
0.13967327773571014,29,689,
,29,689,0.022651154547929764
0.16207119822502136,30,712,
,30,712,0.02228078804910183
0.15626412630081177,31,735,
,31,735,0.0218063797801733
0.16348758339881897,32,758,
,32,758,0.02000788412988186
0.17355595529079437,33,781,
,33,781,0.01838294416666031
0.1488334834575653,34,804,
,34,804,0.018690723925828934
0.15685886144638062,35,827,
,35,827,0.01770278811454773
0.1605565994977951,36,850,
,36,850,0.017117908224463463
0.17888975143432617,37,873,
,37,873,0.014962876215577126
0.17754678428173065,38,896,
,38,896,0.014039227738976479
0.17845945060253143,39,919,
,39,919,0.013368248008191586
0.17193466424942017,40,942,
,40,942,0.01151236891746521
0.17444409430027008,41,965,
,41,965,0.012822067365050316
0.19304101169109344,42,988,
,42,988,0.010392765514552593
0.18299847841262817,43,1011,
,43,1011,0.011293258517980576
0.17258194088935852,44,1034,
,44,1034,0.01030515693128109
0.1750793308019638,45,1057,
,45,1057,0.011492723599076271
0.17632924020290375,46,1080,
,46,1080,0.01035993080586195
0.17997406423091888,47,1103,
,47,1103,0.010157379321753979
0.19513896107673645,48,1126,
,48,1126,0.00828977208584547
0.1844269037246704,49,1149,
,49,1149,0.008360312320291996
