val_loss,epoch,step,train_loss
0.3419147729873657,0,22,
,0,22,1.4776238203048706
0.18280985951423645,1,45,
,1,45,0.3142786920070648
0.1487259566783905,2,68,
,2,68,0.20212842524051666
0.13269852101802826,3,91,
,3,91,0.16238975524902344
0.12589482963085175,4,114,
,4,114,0.14187899231910706
0.12167713046073914,5,137,
,5,137,0.12395532429218292
0.11581828445196152,6,160,
,6,160,0.10939929634332657
0.11361011862754822,7,183,
,7,183,0.10029379278421402
0.11062128841876984,8,206,
,8,206,0.09191889315843582
0.1100248470902443,9,229,
,9,229,0.08347665518522263
0.10812103748321533,10,252,
,10,252,0.07446606457233429
0.11054343730211258,11,275,
,11,275,0.07085885852575302
0.11202545464038849,12,298,
,12,298,0.06417854875326157
0.10839767754077911,13,321,
,13,321,0.059172652661800385
0.11115667223930359,14,344,
,14,344,0.05628754198551178
0.1129041388630867,15,367,
,15,367,0.050677813589572906
0.11115816980600357,16,390,
,16,390,0.04724098742008209
0.11362794786691666,17,413,
,17,413,0.04535062983632088
0.11196999996900558,18,436,
,18,436,0.041509050875902176
0.11523671448230743,19,459,
,19,459,0.039437875151634216
0.11763931810855865,20,482,
,20,482,0.03660041466355324
0.1172100156545639,21,505,
,21,505,0.03535753861069679
0.11798198521137238,22,528,
,22,528,0.03280482441186905
0.11851233243942261,23,551,
,23,551,0.030666900798678398
0.11912602186203003,24,574,
,24,574,0.02978716790676117
0.12007563561201096,25,597,
,25,597,0.028286384418606758
0.12229984253644943,26,620,
,26,620,0.02645515650510788
0.12259408086538315,27,643,
,27,643,0.025221029296517372
0.12444093078374863,28,666,
,28,666,0.02339322119951248
0.12692362070083618,29,689,
,29,689,0.0215211883187294
0.12549196183681488,30,712,
,30,712,0.02121596969664097
0.1324571967124939,31,735,
,31,735,0.02052256651222706
0.1275004744529724,32,758,
,32,758,0.020008761435747147
0.129350945353508,33,781,
,33,781,0.0188650693744421
0.13178007304668427,34,804,
,34,804,0.017129192128777504
0.13386717438697815,35,827,
,35,827,0.01699312962591648
0.13257448375225067,36,850,
,36,850,0.016354402527213097
0.13342039287090302,37,873,
,37,873,0.015180720947682858
0.13595998287200928,38,896,
,38,896,0.01442242693156004
0.13432756066322327,39,919,
,39,919,0.01454043947160244
0.13501369953155518,40,942,
,40,942,0.013405664823949337
0.13637658953666687,41,965,
,41,965,0.012586819007992744
0.13624994456768036,42,988,
,42,988,0.011562036350369453
0.13819389045238495,43,1011,
,43,1011,0.011743887327611446
0.13905195891857147,44,1034,
,44,1034,0.010912537574768066
0.14022968709468842,45,1057,
,45,1057,0.011306921020150185
0.14170601963996887,46,1080,
,46,1080,0.011012056842446327
0.14314551651477814,47,1103,
,47,1103,0.010255762375891209
0.13980364799499512,48,1126,
,48,1126,0.010115195997059345
0.14259371161460876,49,1149,
,49,1149,0.008832352235913277
