val_loss,epoch,step,train_loss
0.9580246806144714,0,22,
,0,22,6.778574466705322
0.5068792104721069,1,45,
,1,45,0.8686411380767822
0.40200623869895935,2,68,
,2,68,0.5695692300796509
0.36152374744415283,3,91,
,3,91,0.47442489862442017
0.3360567092895508,4,114,
,4,114,0.42544493079185486
0.32229140400886536,5,137,
,5,137,0.38678985834121704
0.31066039204597473,6,160,
,6,160,0.36282601952552795
0.30171602964401245,7,183,
,7,183,0.33578288555145264
0.2953689396381378,8,206,
,8,206,0.3203343451023102
0.28697508573532104,9,229,
,9,229,0.3018420934677124
0.2832147479057312,10,252,
,10,252,0.2842840552330017
0.27660778164863586,11,275,
,11,275,0.2689644396305084
0.27481111884117126,12,298,
,12,298,0.25652432441711426
0.2731776833534241,13,321,
,13,321,0.24459238350391388
0.2719457447528839,14,344,
,14,344,0.2302379459142685
0.2699698507785797,15,367,
,15,367,0.21980199217796326
0.2720746099948883,16,390,
,16,390,0.2067047655582428
0.27071613073349,17,413,
,17,413,0.1993129551410675
0.2735520005226135,18,436,
,18,436,0.18961477279663086
0.2737656235694885,19,459,
,19,459,0.176841139793396
0.2737966477870941,20,482,
,20,482,0.17195142805576324
0.27744877338409424,21,505,
,21,505,0.16332055628299713
0.28292831778526306,22,528,
,22,528,0.1562867909669876
0.28058096766471863,23,551,
,23,551,0.14774402976036072
0.28801780939102173,24,574,
,24,574,0.1398082971572876
0.29159700870513916,25,597,
,25,597,0.13240383565425873
0.28902167081832886,26,620,
,26,620,0.12674091756343842
0.2967780828475952,27,643,
,27,643,0.11956627666950226
0.30156758427619934,28,666,
,28,666,0.1153697744011879
0.30287033319473267,29,689,
,29,689,0.10957487672567368
0.3091893196105957,30,712,
,30,712,0.10543238371610641
0.31098100543022156,31,735,
,31,735,0.09901607781648636
0.3140508234500885,32,758,
,32,758,0.09408081322908401
0.31513094902038574,33,781,
,33,781,0.09124278277158737
0.32337701320648193,34,804,
,34,804,0.08712594211101532
0.32472822070121765,35,827,
,35,827,0.08404578268527985
0.3231241703033447,36,850,
,36,850,0.07838502526283264
0.3298918604850769,37,873,
,37,873,0.07475960999727249
0.33489754796028137,38,896,
,38,896,0.0711415559053421
0.34827783703804016,39,919,
,39,919,0.06573889404535294
0.34452593326568604,40,942,
,40,942,0.06405135244131088
0.348409503698349,41,965,
,41,965,0.06064611300826073
0.35141855478286743,42,988,
,42,988,0.06026056408882141
0.3572053015232086,43,1011,
,43,1011,0.05583488941192627
0.3534747362136841,44,1034,
,44,1034,0.05384507402777672
0.3706725239753723,45,1057,
,45,1057,0.05056636780500412
0.3697141110897064,46,1080,
,46,1080,0.05015033110976219
0.3688979744911194,47,1103,
,47,1103,0.047769755125045776
0.3707750141620636,48,1126,
,48,1126,0.04598033428192139
0.3745170831680298,49,1149,
,49,1149,0.04344182834029198
