val_loss,epoch,step,train_loss
1.1289762258529663,0,999,
,0,999,0.2389652132987976
1.146578073501587,1,1999,
,1,1999,0.048245079815387726
1.2630079984664917,2,2999,
,2,2999,0.03393233194947243
1.185550570487976,3,3999,
,3,3999,0.028522510081529617
1.2750020027160645,4,4999,
,4,4999,0.02595597691833973
