val_loss,epoch,step,train_loss
0.9092430472373962,0,22,
,0,22,7.552117824554443
0.2927141785621643,1,45,
,1,45,0.589266836643219
0.19161005318164825,2,68,
,2,68,0.30679482221603394
0.1634548008441925,3,91,
,3,91,0.22639793157577515
0.14882858097553253,4,114,
,4,114,0.19575633108615875
0.13617511093616486,5,137,
,5,137,0.17273738980293274
0.12608599662780762,6,160,
,6,160,0.15777914226055145
0.12128111720085144,7,183,
,7,183,0.14210069179534912
0.11606651544570923,8,206,
,8,206,0.13095922768115997
0.11313297599554062,9,229,
,9,229,0.12265689671039581
0.1096997857093811,10,252,
,10,252,0.11355940252542496
0.10686779022216797,11,275,
,11,275,0.10794295370578766
0.10504058748483658,12,298,
,12,298,0.10031464695930481
0.10463029891252518,13,321,
,13,321,0.0926230177283287
0.10412941873073578,14,344,
,14,344,0.08855129033327103
0.10311537981033325,15,367,
,15,367,0.08273227512836456
0.10171358287334442,16,390,
,16,390,0.07914881408214569
0.10180768370628357,17,413,
,17,413,0.07622835785150528
0.10315040498971939,18,436,
,18,436,0.07062097638845444
0.10346288979053497,19,459,
,19,459,0.06558789312839508
0.10457388311624527,20,482,
,20,482,0.06487253308296204
0.1043626219034195,21,505,
,21,505,0.060307372361421585
0.10572672635316849,22,528,
,22,528,0.05697721987962723
0.10440675169229507,23,551,
,23,551,0.05507946386933327
0.10667269676923752,24,574,
,24,574,0.05102908983826637
0.10774032026529312,25,597,
,25,597,0.0487886518239975
0.11170703172683716,26,620,
,26,620,0.046980906277894974
0.10835976898670197,27,643,
,27,643,0.04554426297545433
0.11006103456020355,28,666,
,28,666,0.04337599128484726
0.11507955193519592,29,689,
,29,689,0.04026860371232033
0.1113147884607315,30,712,
,30,712,0.03973057493567467
0.11871878057718277,31,735,
,31,735,0.037712689489126205
0.11633381247520447,32,758,
,32,758,0.0375652089715004
0.11726533621549606,33,781,
,33,781,0.03478524088859558
0.11762315779924393,34,804,
,34,804,0.03340369835495949
0.11974997818470001,35,827,
,35,827,0.03258588910102844
0.12156341969966888,36,850,
,36,850,0.03036045841872692
0.12381143867969513,37,873,
,37,873,0.028330957517027855
0.12061556428670883,38,896,
,38,896,0.02952459640800953
0.12442698329687119,39,919,
,39,919,0.026371121406555176
0.12741757929325104,40,942,
,40,942,0.02703186497092247
0.12704229354858398,41,965,
,41,965,0.024571536108851433
0.12430256605148315,42,988,
,42,988,0.02489536441862583
0.12605054676532745,43,1011,
,43,1011,0.02401059865951538
0.12945567071437836,44,1034,
,44,1034,0.023715436458587646
0.12739691138267517,45,1057,
,45,1057,0.022299019619822502
0.13350574672222137,46,1080,
,46,1080,0.02117004618048668
0.1318969428539276,47,1103,
,47,1103,0.020723635330796242
0.12821808457374573,48,1126,
,48,1126,0.019730456173419952
0.1305578500032425,49,1149,
,49,1149,0.01962558552622795
