val_loss,epoch,step,train_loss
0.26215860247612,0,22,
,0,22,1.4766192436218262
0.17805126309394836,1,45,
,1,45,0.2490004301071167
0.15480689704418182,2,68,
,2,68,0.17813262343406677
0.1420915275812149,3,91,
,3,91,0.1457098424434662
0.1384187638759613,4,114,
,4,114,0.1220007985830307
0.13282203674316406,5,137,
,5,137,0.10458957403898239
0.13443434238433838,6,160,
,6,160,0.0908455103635788
0.13363675773143768,7,183,
,7,183,0.0799851194024086
0.13737797737121582,8,206,
,8,206,0.07183971256017685
0.1317233294248581,9,229,
,9,229,0.06692095845937729
0.13445577025413513,10,252,
,10,252,0.06178325042128563
0.13772985339164734,11,275,
,11,275,0.055151235312223434
0.1388653814792633,12,298,
,12,298,0.053818341344594955
0.13777020573616028,13,321,
,13,321,0.04763515666127205
0.13975802063941956,14,344,
,14,344,0.042324140667915344
0.1457211673259735,15,367,
,15,367,0.038258519023656845
0.1470671147108078,16,390,
,16,390,0.036611273884773254
0.14246754348278046,17,413,
,17,413,0.034114282578229904
0.14722305536270142,18,436,
,18,436,0.03176413103938103
0.14982002973556519,19,459,
,19,459,0.029039178043603897
0.14852146804332733,20,482,
,20,482,0.027753066271543503
0.15224966406822205,21,505,
,21,505,0.026824818924069405
0.1542082577943802,22,528,
,22,528,0.023436248302459717
0.1544487625360489,23,551,
,23,551,0.020117156207561493
0.1549549400806427,24,574,
,24,574,0.019348548725247383
0.1574649065732956,25,597,
,25,597,0.019099926576018333
0.15927906334400177,26,620,
,26,620,0.017232360318303108
0.16406995058059692,27,643,
,27,643,0.016680534929037094
0.16776897013187408,28,666,
,28,666,0.016644708812236786
0.16785523295402527,29,689,
,29,689,0.014799489639699459
0.1681281179189682,30,712,
,30,712,0.014553756453096867
0.16856639087200165,31,735,
,31,735,0.013252136297523975
0.16859474778175354,32,758,
,32,758,0.012123746797442436
0.16927886009216309,33,781,
,33,781,0.011024495586752892
0.17421816289424896,34,804,
,34,804,0.009403055533766747
0.1691315770149231,35,827,
,35,827,0.010445838794112206
0.17378254234790802,36,850,
,36,850,0.009396634064614773
0.17688603699207306,37,873,
,37,873,0.008898052386939526
0.17648842930793762,38,896,
,38,896,0.008164552971720695
0.17714902758598328,39,919,
,39,919,0.008151145651936531
0.17753039300441742,40,942,
,40,942,0.00820326991379261
0.1778634786605835,41,965,
,41,965,0.007296641822904348
0.18247830867767334,42,988,
,42,988,0.007261390332132578
0.1824968308210373,43,1011,
,43,1011,0.0069869342260062695
0.18660715222358704,44,1034,
,44,1034,0.0061051081866025925
0.18676969408988953,45,1057,
,45,1057,0.0062521095387637615
0.18352177739143372,46,1080,
,46,1080,0.006099914666265249
0.18463684618473053,47,1103,
,47,1103,0.0053459699265658855
0.189226433634758,48,1126,
,48,1126,0.005838609766215086
0.1927640587091446,49,1149,
,49,1149,0.004172683227807283
